ali_uid,hw_c,bw_c1,bw_c2,bw_c3
56312,1466.48,4166,4331.275143914,10672.65242177993
56850,1847.3625,32093,1703.8714534109995,232.73543215356767
58019,9297.337500000003,23,2.5304000399999986,12.017325041815639
58511,311.03999999999996,92,4.245983595000003,20.12431612238288
59604,78977.30000000031,117919,22061.25955431401,26747.9412665125
60308,3732.480000000004,410787,5790.360527417,24686.244516475126
61851,32898.275,1590,6.259244384,6.193856410682201
62517,1152.9,641,5.248880101999999,21.302268113940954
62570,1124.32,183809,41032.27468690599,23853.188885115087
62981,728.6,23,0.03299568300000003,0.06416528485715389
63306,4274.455,161,7.4935121309999975,49.97137477621436
63689,4961.4,720665,2305.916907586999,599.4006007164717
63800,27672.399999999983,50690,5431.503964168998,11760.852602552623
63945,3483.3999999999996,92,4.234688829000005,14.949245732277632
64032,1799.6600000000003,23,0.2460264029999999,1.5523686166852713
64389,4461377.170664116,52402964,40904569.22689943,71014147.00244711
64892,681135.2499999997,5010008,387820.9977711229,558217.9408674873
66394,1217454.8999999922,12274369,6427828.338006077,13407298.305798434
68873,582009.3,4875,17.311867919,7.78507268987596
69050,2927.399999999999,12310,10608.658432743006,24676.133019234985
69133,1117.6000000000001,184,10.677336075000005,58.283881433308125
69166,139404.1600000003,54321,4913.746324663001,28007.420968366787
70469,192.2,195,0.8789041209999999,3.3166884910315275
70642,18131.57999999999,2601,108.64484772900006,562.7894629631191
70990,26087.199999999997,516,5.152993108000001,16.53782115317881
71679,466.55999999999995,12094,3536.885009873,6648.189767673612
71859,1453.2,677,65.16544902699998,176.1318863555789
71867,77.75999999999999,23,0.6954570629999998,3.4869047161191706
72267,2125.8,4253,1843.0408107500014,5654.423473589122
73071,748.6,46,4.441235147999989,21.98338776826859
75336,533.28,6241,85.7049819969999,113.7488900218159
75839,1857.4399999999998,989,1212.5941037910002,9141.992784664035
76645,108499.70000000007,964150,479153.45133400505,848080.2902556304
77787,313577.0999999996,1492104,830076.4531911501,1965133.7712212652
78131,699855.2999999989,12730775,1252276.9115983564,1148518.3479900286
79205,544.3199999999999,161,5.037701948999999,22.260914258658886
80306,77.75999999999999,23,2.1061921860000012,10.004985379055142
80365,1298848.0000000193,91755,1626.999395960001,5323.169199703261
80868,861.0,2939,11.414694634000004,23.367040157318115
81414,921.0,10219,56.870997845999966,131.51299763470888
82150,1056.6,6185,99.2522744640001,178.98482959717512
82397,2899.0,115,5.540472755999998,26.135914586484432
83822,124863.50000000003,1921762,825044.0703647529,1153261.9479993358
84661,33469.659999999974,46048,16.118266819999985,219.49705327861014
84953,5171.4,521945,80067.65202159501,54585.196724133566
85953,2733.3199999999997,7500,2434.300663125997,3350.3937757294625
87436,2101.3199999999997,608,75.18116253199996,462.91268954984844
87684,77.75999999999999,3315,1286.1329319689985,1355.6677194871008
88203,5378.199999999997,759,140.06065235400004,803.1328316219151
88522,6000.42,322,33.412142043,193.18664129823446
89077,1313.21171875,2253,108.17033467600002,132.57236341014504
89110,98543.1000000005,1259095,7205.231489072997,23746.21467942372
89137,2471.8799999999997,348739,294364.55728907994,688708.3173972555
89932,1032.9,961,11.540563930000005,23.11271158978343
90665,56847.52000000011,208943,1556.2849581960002,6828.855057153851
91421,155.51999999999998,46,0.9475690770000003,6.61985264159739
93859,77.75999999999999,23,0.06320475,0.2577792014926672
94454,466.55999999999995,138,6.249422402999999,30.99448263645172
95262,2407.4800000000005,471,16.272474811000002,70.71565831080079
95929,77.75999999999999,23,1.1691427859999997,5.107959564775229
97163,22875.399999999976,203010,21598.934286989,75549.8850445915
97683,619.8,23,1.9240326000000028,9.424484157934785
98051,2616542.460000008,23731503,12451793.752784215,20468613.207746092
99421,77.75999999999999,23,2.983403618999998,13.644946860149503
99553,155.51999999999998,69,55.972136997,372.3579536564649
