uuid,ali_uid,nc_name,ens_region_id,status,image_id,cores,memory,storage,os_type,os_name,start_time,end_time
"399891ef5723000446b3abe71f547975","70469","1c73009df965aab43466efd744f9fdc9","chengdu-cmcc","running","1f388d4433dcdfb9469840145e2cb419","2","4096","40960","linux","centos 7.4 x86_64","1590657931","1593249931"
"e5cbc8b6edfff91a4fcf7e800bfbe328","66394","917f8d7c58fc86c3c9a3abead145f307","tonghua-telecom","running","8b25057589cf1bb34bac82399c33bb0a","32","65536","563200","linux","debian 9.9 x86_64","1593446400","1596038400"
"7a8a9093d829872689915722f2edb9e0","66394","0029fd27fe1f769bd21d11fd25d0ac80","xiamen-telecom_unicom_cmcc","running","8b25057589cf1bb34bac82399c33bb0a","32","65536","563200","linux","debian 9.9 x86_64","1593446400","1596038400"
"3e5336c4343776e4555bb2ebbe78f1d4","66394","a5806d98e2d62bfd779eff78cd0a3b63","xiamen-telecom_unicom_cmcc","running","8b25057589cf1bb34bac82399c33bb0a","32","65536","563200","linux","debian 9.9 x86_64","1593446400","1596038400"
"f2dc604853692b372392b80526d7009e","66394","603e774c2390e97c8e08d142dfde9cab","xiamen-telecom_unicom_cmcc","running","8b25057589cf1bb34bac82399c33bb0a","32","65536","563200","linux","debian 9.9 x86_64","1593446400","1596038400"
"4ca789546c9f467eed4f9115ecdfab3a","66394","cec5e3765c5c9cb19354211748bf69ca","xiamen-telecom_unicom_cmcc","running","8b25057589cf1bb34bac82399c33bb0a","32","65536","563200","linux","debian 9.9 x86_64","1593446400","1596038400"
"71687bbe3390c954fa35d5e552fd7989","66394","3cfc3a429e18c60e24f1efa7b920d871","shijiazhuang-cmcc-2","running","8b25057589cf1bb34bac82399c33bb0a","32","65536","563200","linux","debian 9.9 x86_64","1593446400","1596038400"
"681fba71155976314ecb44ba9b3e4ddb","66394","669cace10aefca9e118f37220957e583","shijiazhuang-cmcc-2","running","8b25057589cf1bb34bac82399c33bb0a","32","65536","563200","linux","debian 9.9 x86_64","1593446400","1596038400"
"76a6b78341a71d005b6389be8a26e951","66394","e0d1f10a9a993a92479b43d75b244dc8","shijiazhuang-cmcc-2","running","8b25057589cf1bb34bac82399c33bb0a","32","65536","563200","linux","debian 9.9 x86_64","1593446400","1596038400"
"fe600c1f27565ac2f89247935e95641d","66394","215c0a3637ad67fc06042f4823294de5","shijiazhuang-cmcc-2","running","8b25057589cf1bb34bac82399c33bb0a","32","65536","563200","linux","debian 9.9 x86_64","1593446400","1596038400"
